title,worldwide,Year,Genre
Revolution Food,$0,2019,Documentary
Scary Stories,$0,2019,Documentary
She’s Just a Shadow,$0,2019,Thriller/Suspense
"Signed, Sealed, Delivered: To the Altar",$0,2019,Comedy
Strays,$0,2019,Horror
Unforgotten,$0,2019,Documentary
Between Me and My Mind,"$813,844",2019,Documentary
The Current War: Director’s Cut,"$13,271,684",2019,Drama
Ne Zha (哪吒之魔童降世),"$742,725,556",2019,Adventure
7500,$0,2019,Drama
Balgwanghaneun Hyundaesa,"$6,779",2019,Drama
La belle époque,"$14,162,451",2019,Comedy
Geukjangpan Syainingseuta:Saeroun Lun…,"$86,233",2019,Musical
Secret Obsession,$0,2019,Thriller/Suspense
Vita segreta di Maria Capasso,"$48,156",2019,Drama
Above the Shadows,"$1,594",2019,Thriller/Suspense
Akıllara Seza,"$63,859",2019,Romantic Comedy
Ardaas Karaan,"$769,574",2019,Drama
Artisan Spirit,"$251,733",2019,Drama
Ba Jie Chuan Shuo,"$9,023,944",2019,Comedy
Bottom of the 9th,$0,2019,Drama
Cassandro the Exotico,"$11,897",2019,Documentary
D-Day Assassins,"$7,069",2019,Drama
Danger Close: The Battle of Long Tan,"$2,626,888",2019,Action
David Crosby: Remember My Name,"$814,959",2019,Documentary
Ecinni: Tilsimli Mezar,"$73,148",2019,Horror
The Edge,"$46,804",2019,Documentary
Eto ne navsegda,"$20,200",2019,Drama
Fighter,"$256,970",2019,Drama
Genèse,"$13,856",2019,Drama
Greetings From Free Forests,$146,2019,Documentary
Gwen,"$47,187",2019,Drama
Into the Ashes,"$9,687",2019,Thriller/Suspense
iSmart Shankar,"$14,031",2019,Action
Kadaram Kondan,"$79,261",2019,Thriller/Suspense
Luz,$0,2019,Horror
Making Noise Quietly,"$6,538",2019,Drama
Il mangiatore di pietre,"$18,378",2019,Drama
My Friend the Polish Girl,"$3,483",2019,Drama
National Theatre Live: The Lehman Tri…,"$1,531,395",2019,Concert/Performance
Ojos Negros,"$6,692",2019,Drama
Persona non grata,"$388,542",2019,Thriller/Suspense
Pity,"$39,392",2019,Drama
The Price for Silence,$0,2019,Drama
Ring Ring,$0,2019,Action
Sahis 46,$898,2019,Thriller/Suspense
The Story of Earth,"$77,345",2019,Documentary
Supervized,$0,2019,Comedy
The Tianchi Monster,"$100,000",2019,Adventure
TINY: The Life of Erin Blackwell,"$2,465",2019,Documentary
Untold Body,"$2,340,262",2019,Horror
Volviendo a Casa,"$1,145",2019,Documentary
Weathering with You (天気の子),"$195,065,605",2019,Drama
Martha: A Picture Story,"$47,729",2019,Documentary
Mult v. Kino Vypusk No. 100,"$187,313",2019,Adventure
Xiao Q,"$16,461,652",2019,Drama
The Field Guide to Evil,"$10,109",2019,Horror
Gui Xiang Jie,"$1,655,606",2019,Drama
This Changes Everything,"$60,339",2019,Documentary
American Beach House,$0,2019,Comedy
Assimilate,$0,2019,Horror
Bikini Model Academy,$0,2019,Comedy
Burying Yasmeen,$0,2019,Comedy
Critters Attack!,"$872,471",2019,Horror
The Holy Fail,$0,2019,Comedy
Hui hou,"$519,018",2019,Comedy
Know Your Enemy,$0,2019,Drama
Magic Molecule,$0,2019,Documentary
Mrs. Lowry And Son,"$1,992,333",2019,Drama
Ring of Faith,$0,2019,Documentary
"Rock, Paper, Scissors",$0,2019,Thriller/Suspense
Skin,"$530,221",2019,Drama
Twelve,$0,2019,Drama
Angels are Made of Light,$0,2019,Documentary
Bâsudê wandârando,"$540,981",2019,Adventure
Brittany Runs a Marathon,"$7,422,058",2019,Drama
The Fighting Preacher,"$955,781",2019,Drama
The Great Hack,$0,2019,Documentary
In the Middle of the River,"$63,916",2019,Drama
Naratmalssami,"$6,542,844",2019,Drama
Once Upon a Time…in Hollywood,"$407,519,394",2019,Thriller/Suspense
Wo kein Schatten fällt,"$56,972",2019,Drama
Andre Rieus 2019 Maastricht Concert,"$3,495,372",2019,Concert/Performance
Gootbai Sseommeo,"$33,381",2019,Drama
Nekrotronic,"$111,715",2019,Horror
Obvorozhitelnaya planeta,"$2,814",2019,Comedy
Pearl,$0,2019,Drama
Red Shoes and the Seven Dwarfs,"$9,293,111",2019,Adventure
See You Soon,"$277,126",2019,Drama
Shusenjo: The Main Battleground of th…,"$249,684",2019,Documentary
A1: Accused No. 1,"$3,330",2019,Romantic Comedy
Amur senza fin,"$9,285",2019,Comedy
Archimedes no Taisen,"$16,454,674",2019,Action
Are You Proud?,"$10,322",2019,Documentary
Arjun Patiala,"$35,214",2019,Comedy
Arukimedesu no taisen,"$21,903",2019,Action
Astronaut,$0,2019,Drama
Be Happy,$0,2019,Musical
Chal Mera Putt,"$1,173,578",2019,Comedy
Cin: Ask Büyüsü,"$42,443",2019,Horror
¿Conoces a Tomás?,"$987,502",2019,Comedy
"Daniel Darc, Pieces of My Life","$37,683",2019,Documentary
Dead Water,$0,2019,Action
Dear Comrade,"$563,850",2019,Action
"Defend, Conserve, Protect","$41,216",2019,Documentary
Die Drei !!!,"$1,705,811",2019,Comedy
Digo la cordillera. Cuadernos de viaje,$227,2019,Documentary
Feather Friends,"$22,315",2019,Adventure
For Sama,"$1,080,695",2019,Documentary
Gaip,"$11,677",2019,Horror
Girls with Balls,$0,2019,Comedy
Give Me Liberty,"$624,152",2019,Comedy
The Guardian Angel,"$3,192",2019,Thriller/Suspense
Honeyland,"$1,251,963",2019,Documentary
Horrible Histories: The Movie - Rotte…,"$3,845,645",2019,Comedy
Hui dao guo qu yong bao ni,"$2,718,620",2019,Drama
"Hvítur, Hvítur Dagur","$836,600",2019,Drama
Judgementall Hai Kya,"$165,670",2019,Thriller/Suspense
Little Hero,"$20,001",2019,Adventure
Mike Wallace is Here,"$281,245",2019,Documentary
The Mountain,"$66,290",2019,Black Comedy
Nueva Mente,$363,2019,Documentary
Of Fish and Foe,"$4,225",2019,Documentary
RSC Measure for Measure,"$379,449",2019,Concert/Performance
Sathyam Paranja Viswasikkuvo,"$1,589",2019,Drama
La Source,"$502,610",2019,Action
Speed Is My Need,"$1,770",2019,Documentary
Tiao Wu Ba! Da Xiang,"$5,544,781",2019,Comedy
Tokyo guru S,"$7,360",2019,Action
Tony,"$238,900",2019,Documentary
Lie huo ying xiong,"$245,179,530",2019,Drama
Seer Movie 7: Crazy Intelligence,"$4,880,000",2019,Adventure
Assassinaut,$0,2019,Action
Ayiti Mon Amour,$0,2019,Drama
Creating Woodstock,$0,2019,Documentary
Cuernavaca,$0,2019,Drama
Fat: A Documentary,"$179,306",2019,Documentary
The Fever and the Fret,$0,2019,Drama
God of the Piano,"$40,564",2019,Drama
Lamp Light,$0,2019,Drama
ek-si-teu,"$67,043,823",2019,Adventure
Jay Myself,"$151,331",2019,Documentary
Kathy Griffin: A Hell of a Story,$0,2019,Documentary
The Red Sea Diving Resort,$0,2019,Drama
Saja,"$10,776,117",2019,Action
Boogie Man,$0,2019,Comedy
Apple Seed,$0,2019,Drama
"Balance, Not Symmetry","$17,098",2019,Drama
Dolcissime,"$206,246",2019,Comedy
Friend Zone,"$12,964,399",2019,Romantic Comedy
Grateful Dead Meet-Up at the Movies 2019,"$534,611",2019,Documentary
The Great Detective Sherlock Holmes: …,"$45,733",2019,Adventure
Shu dan ying xiong,"$13,994,187",2019,Drama
Angel of Mine,"$161,220",2019,Thriller/Suspense
Animals,"$492,794",2019,Comedy
Battle of the Dream,"$18,788",2019,Drama
Benjamin Blümchen,"$2,066,016",2019,Comedy
Bring the Soul: The Movie,"$12,984,708",2019,Documentary
La Casa De Wannsee,$403,2019,Documentary
El despertar de las hormigas,"$39,562",2019,Drama
Doragon Kuesuto Yua Sutōrī,"$11,114,288",2019,Black Comedy
"¿Eres tú, papá?",$0,2019,Horror
Esa película que llevo conmigo,$299,2019,Documentary
La Flor,"$1,521",2019,Drama
Genis Aile Komsu Kizi,"$469,494",2019,Comedy
Gu Tian Jun Hao,"$9,070,000",2019,Drama
Jackpot,"$10,387",2019,Comedy
Jinna: Karabasan,"$12,510",2019,Horror
Juf Roos is Jarig,"$713,846",2019,Adventure
Khandaani Shafakhana,"$26,963",2019,Drama
Kings of Beer,$0,2019,Documentary
Ladyworld,"$5,383",2019,Thriller/Suspense
Leberkäsjunkie,"$10,057,790",2019,Comedy
"Love, Antosha","$62,900",2019,Documentary
Luce,"$2,486,491",2019,Thriller/Suspense
Madness in the Method,$0,2019,Comedy
Mon frère,"$778,797",2019,Drama
Nevermind,"$4,111",2019,Drama
Ölü Yatirim,"$24,114",2019,Comedy
Opera de Paris: Don Giovanni,"$10,194",2019,Concert/Performance
Otherhood,$0,2019,Romantic Comedy
Padre no hay mas que uno,"$17,172,256",2019,Comedy
Rakshasudu,"$4,606",2019,Thriller/Suspense
Remember Me,"$134,229",2019,Romantic Comedy
A Score To Settle,"$1,771,947",2019,Action
La Sera Della Prima,"$3,837",2019,Drama
Sikander 2,"$58,147",2019,Drama
Song for Turbulent Youth,"$20,676",2019,Drama
States,$0,2019,Adventure
Them That Follow,"$172,843",2019,Thriller/Suspense
Tinta Bruta,$121,2019,Drama
Union,"$413,656",2019,Drama
Vigilia en agosto,"$3,534",2019,Drama
Zui Mei De Di Fang Yu Jian Ni,"$40,780",2019,Romantic Comedy
LEGO Marvel Spider-Man: Vexed by Venom,$0,2019,Adventure
Glyndebourne 2019 - The Magic Flute,"$196,895",2019,Concert/Performance
"Where Are You, João Gilberto?","$5,569",2019,Documentary
2:Hrs,$0,2019,Adventure
Alien Artifacts: The Lost World,$0,2019,Documentary
Attrition,$0,2019,Action
Batman: Hush,"$3,606,738",2019,Action
Belong to Us,$0,2019,Drama
The Buskers & Lou,$0,2019,Drama
Defiant,$0,2019,Drama
Descendants 3,"$6,969,899",2019,Adventure
Doe,$0,2019,Thriller/Suspense
Light of My Life,"$1,507,696",2019,Drama
Love at Sea,$0,2019,Drama
The Night Sitter,$0,2019,Horror
Nothing Really Happens,$0,2019,Comedy
Perfect Skin,$0,2019,Horror
Rick Steves’ Cruising the Mediterra…,$0,2019,Documentary
Shang Hai Bao Lei,"$16,923,672",2019,Drama
The Swan Princess: Kingdom of Music,$0,2019,Adventure
Bongodong Jeontoo,"$34,518,596",2019,Drama
Carrie TV Love Concert: The Movie,"$188,768",2019,Concert/Performance
PLAYMOBIL,"$16,326,419",2019,Adventure
Shi Tu Xing Zhe 2 Die Ying Xing Dong,"$98,444,408",2019,Action
Boku wa Iesu-sama ga kirai,"$11,569",2019,Drama
"Hello, Love, Goodbye","$288,198",2019,Drama
Kimbokdong,"$571,979",2019,Documentary
Nerkonda Paarvai,"$208,430",2019,Thriller/Suspense
Palm Beach,"$3,212,880",2019,Comedy
The Secret of China,"$4,408,165",2019,Drama
Thanneer Mathan Dinangal,"$19,160",2019,Romantic Comedy
Trouble,"$15,568,692",2019,Adventure
Adventure Journey,"$22,698",2019,Adventure
After the Wedding,"$2,940,218",2019,Drama
Anti-Nowhere League: We Are the League,$0,2019,
Blinded by the Light,"$20,681,069",2019,Drama
Blood Myth,"$36,135",2019,Horror
Brian Banks,"$4,376,820",2019,Drama
C'est quoi cette mamie?!,"$9,254,602",2019,Comedy
"Cara Sucia, con la magia de la natura…","$1,685",2019,Adventure
The Circus: Down the Road,$0,2019,Documentary
Demolition Girl,$0,2019,Drama
El día que me muera. Mi gran velorio,"$15,344",2019,Comedy
ECCO,"$86,858",2019,Thriller/Suspense
Extreme Crisis,"$283,070",2019,Drama
Gaza,"$114,032",2019,Documentary
Hombres de piel dura,"$1,143",2019,Drama
Jabariya Jodi,"$78,962",2019,Drama
The Kitchen,"$17,623,210",2019,Drama
Konuşan Hayvanlar,"$106,057",2019,Comedy
Kurukshetra,"$2,168",2019,Drama
Looking for Lan Xiaocao (找兰小草),"$224,442",2019,Drama
Manmadhudu 2,"$34,114",2019,Romantic Comedy
Ode to Joy,"$22,594",2019,Comedy
One Child Nation,"$254,450",2019,Documentary
One Piece: Stampede (劇場版),"$84,798,510",2019,Adventure
Opus Zero,"$1,878",2019,Drama
Parey Hut Love,"$52,262",2019,Romantic Comedy
Rapid Eye Movement,$0,2019,Thriller/Suspense
Resgate (Redemption),$728,2019,Drama
Siccin 6,"$1,258,519",2019,Horror
Simonal,"$221,209",2019,Drama
Singham,"$19,796",2019,Drama
Socrates,$849,2019,Drama
Sousa Martins,"$2,250",2019,Documentary
Superstar,"$67,194",2019,Drama
Tong Tong De Feng Ling Mi Shi,"$605,757",2019,Horror
Vestuvės,"$161,591",2019,Drama
Vision Portraits,"$10,771",2019,Documentary
The Witches of Dumpling Farm,"$21,600",2019,Horror
Ying huo qi bing 2: xiao chong bu hao re,"$637,634",2019,Adventure
Boycott,$0,2019,Drama
Hidden Colors 5: The Art of Black War…,"$1,006,146",2019,Documentary
In the Gloaming,$0,2019,Drama
The Many Lives of Nick Buoniconti,$0,2019,Documentary
American Bistro,$0,2019,Adventure
The Banana Splits Movie,"$451,751",2019,Horror
Clarence Clemons: Who Do I Think I Am?,$0,2019,Documentary
Enemy Within,$0,2019,Action
The Fight of Our Lives: Defeating the…,$0,2019,Documentary
Love Struck Café,$0,2019,Drama
Millennial Nation: The Lost Generation,$0,2019,Documentary
Murder Made Easy,$0,2019,Horror
Return to Earth,$0,2019,Documentary
Such a Funny Life,$0,2019,Drama
Teacher,$0,2019,Thriller/Suspense
The VelociPastor,$0,2019,Action
West of Redemption,$0,2019,Drama
The Whirlpool,$0,2019,Drama
Adam,"$103,252",2019,Comedy
"Annyeong, Tirano: Yeongwonhi, Hamkke","$1,562,462",2019,Adventure
Ren mian yu: Hong yu xiao nuhai waizhuan,"$30,778",2019,Horror
Los Reyes,$0,2019,Documentary
Witches In The Woods,"$96,563",2019,Horror
Amber and Grace,$0,2019,Drama
Amjeon,"$881,378",2019,Horror
Bameui Muni Yeollida,"$10,539",2019,Drama
Batla House,"$199,433",2019,Thriller/Suspense
Comali,"$68,800",2019,Comedy
Dinotasia Dinosaur Chronicle,"$120,948",2019,Adventure
Herbs: Songs Of Freedom,"$62,366",2019,Documentary
Itami Juneui Bada,"$149,568",2019,Documentary
Mission Mangal,"$4,508,076",2019,Drama
Morto Não Fala,"$172,220",2019,Horror
The Nest,"$758,352",2019,Horror
Quan zhi gao shou zhi dian feng rong yao,"$11,840,495",2019,Adventure
Rifftrax Live: Giant Spider Invasion,$0,2019,Concert/Performance
Sarangeui Seonmul,"$49,631",2019,Drama
After the Lethargy,$0,2019,Comedy
Already Gone,$0,2019,Drama
The Amazing Johnathan Documentary,"$27,672",2019,Documentary
Aquarela,"$686,652",2019,Documentary
Awake,"$169,919",2019,Action
Can You Keep a Secret?,"$755,568",2019,Romantic Comedy
Chen Mo Zheng Ren,"$25,293,852",2019,Thriller/Suspense
Cia buvo Sasa,"$131,456",2019,Drama
Cold Case Hammarskjold,"$104,965",2019,Documentary
Dansu wizu mî,"$1,027,697",2019,Adventure
Driven,"$113,918",2019,Thriller/Suspense
Evaru,"$53,040",2019,Thriller/Suspense
Fin de siglo,"$87,993",2019,Drama
La hermandad,"$3,532",2019,Documentary
Hodinářův učeň,"$370,438",2019,Adventure
Je promets d'être sage,"$647,840",2019,Comedy
Judy & Punch,"$139,886",2019,Black Comedy
Mentada de Padre,"$2,601,234",2019,Comedy
Met Opera: The Barber of Seville,"$10,110",2019,Concert/Performance
Na Bank Sie Uda,"$1,362,924",2019,Comedy
Nada a Perder 2,"$15,400,333",2019,Drama
Night Hunter,"$926,728",2019,Thriller/Suspense
La odisea de los giles,"$6,881,204",2019,Adventure
One Last Night,$0,2019,Romantic Comedy
Perdrix,"$1,086,757",2019,Drama
Portrait de la jeune fille en feu,"$11,917,143",2019,Drama
Ranarangam,"$11,832",2019,Drama
Scared of Revolution,$0,2019,Documentary
The Second Sun,$0,2019,Drama
Sesinde Aşk Var,"$129,485",2019,Musical
Song Wo Shang Qing Yun,"$4,111,753",2019,Drama
La virgen de agosto,"$363,692",2019,Drama
Viy 2,"$8,310,354",2019,Adventure
Where’d You Go Bernadette,"$10,844,598",2019,Comedy
Mult v. Kino Vypusk No. 101,"$146,578",2019,Adventure
ZZ Top: That Little Ol’ Band From T…,"$17,889",2019,Documentary
All is Foreseen,$0,2019,Drama
The Assault,$0,2019,Action
The Beatles: Made on Merseyside,$0,2019,Documentary
Camp Wedding,$0,2019,Horror
Gourmet Detective,$0,2019,Drama
Gourmet Detective: A Healthy Place to…,$0,2019,Drama
Gourmet Detective: Death al Dente,$0,2019,Drama
"Gourmet Detective: Eat, Drink and Be …",$0,2019,Drama
I Am Patrick Swayze,$0,2019,Documentary
Kid Brother,$0,2019,Comedy
Seaside,$0,2019,Thriller/Suspense
"Tomorrow, Maybe",$0,2019,Drama
Wedding at Graceland,$0,2019,Romantic Comedy
Wronged,$0,2019,Thriller/Suspense
American Factory,$0,2019,Documentary
Byeonsin,"$12,912,361",2019,Horror
Gwangdaedeul: Pungmunjojakdan,"$4,381,421",2019,Drama
Haut perchés,$0,2019,Thriller/Suspense
RUSH: Cinema Strangiato 2019,"$958,907",2019,Concert/Performance
Abigail,"$2,032,519",2019,Adventure
Art & Mind,"$24,968",2019,Documentary
Byk,"$282,276",2019,Drama
Divino Amor,"$24,528",2019,Drama
For My Father's Kingdom,"$40,017",2019,Documentary
Locos por la herencia,"$105,716",2019,Romantic Comedy
Naman Eobseo Goyangi,"$31,342",2019,Adventure
L'ospite,"$127,625",2019,Comedy
Rams,"$36,893",2019,Documentary
Il signor Diavolo,"$1,188,159",2019,Horror
Trudnosti vizhivaniya,"$378,387",2019,Romantic Comedy
Urijib,"$343,309",2019,Adventure
La afinadora de árboles,"$3,429",2019,Comedy
The Australian Dream,"$789,612",2019,Documentary
Bao Chi Chen Mo,"$2,931,643",2019,Thriller/Suspense
Becoming Burlesque,$0,2019,Drama
Berliner Philharmoniker Live: Season …,"$3,347",2019,Concert/Performance
Burn,"$20,034",2019,Thriller/Suspense
Emu Runner,"$28,766",2019,Drama
Esto no es Berlín,$0,2019,Drama
Fiddler: A Miracle of Miracles,"$573,465",2019,Documentary
Framed,"$14,959",2019,Horror
Friedkin Uncut,$0,2019,Documentary
Gekijoban Ossan zu Rabu Love or Dead,"$23,027,976",2019,
Hawaa,"$3,115",2019,Thriller/Suspense
Horrid Henry on the Big Screen!,"$60,547",2019,Adventure
Hot Air,$0,2019,Drama
The Hulunhuir City,"$5,214",2019,Drama
Jacob’s Ladder,$0,2019,Horror
Jawline,$0,2019,Documentary
Jurassic Bark,"$14,088",2019,Adventure
Kalki,"$1,222",2019,Drama
Kto je ďalší?,"$237,212",2019,Thriller/Suspense
Laiko tiltai,"$1,454",2019,Documentary
The Luring,"$1,939",2019,Horror
Ma famille et le loup,"$310,286",2019,Comedy
Miles Davis: Birth of the Cool,"$1,464,542",2019,Documentary
Mitti: Virasat Babbaran Di,"$2,252",2019,Drama
Monos,"$2,050,475",2019,Thriller/Suspense
Naukar Vahuti Da,"$50,052",2019,Comedy
Ni no Kuni,"$2,858,846",2019,Adventure
Parallel Chords,$0,2019,Drama
Penguin Rescue,"$14,888",2019,Adventure
Přes prsty,"$3,031,411",2019,Comedy
"Roubaix, une lumière","$2,931,662",2019,Drama
Sar Basa,"$692,044",2019,Comedy
Slugi wojny,"$50,204",2019,Thriller/Suspense
"Socorro, Virei uma Garota!","$53,154",2019,Comedy
Sorry We Missed You,"$10,162,627",2019,Drama
Thalasso,"$633,042",2019,Comedy
Tone-Deaf,$0,2019,Horror
Variações,"$1,638,893",2019,Drama
Vivarium,"$289,903",2019,Thriller/Suspense
The Wind Comes Up From the Plateau,"$1,804",2019,
Live the Stream: The Story of Joe Hum…,$0,2019,Documentary
Chronicle Mysteries: The Deep End,$0,2019,Drama
Act of Contrition,$0,2019,Drama
Dave Chappelle: Sticks & Stones,$0,2019,Concert/Performance
6 Hot Chicks in a Warehouse,$0,2019,Action
DaGram,$0,2019,Comedy
Living in a Global Village,$0,2019,Documentary
Motor City Living,$0,2019,Drama
The Narcissists,$0,2019,Drama
Pixelia,$0,2019,Drama
Share,$0,2019,Thriller/Suspense
Tasteless,$0,2019,Documentary
The Donkey King,"$962,929",2019,Adventure
Frankie,"$708,539",2019,Drama
Het Wonder van Le Petit Prince,"$5,553",2019,Documentary
Yooyeoleui Umakaelbeom,"$8,476,467",2019,Drama
5 è il numero perfetto,"$569,543",2019,Drama
Beolsae,"$1,019,051",2019,Drama
Bitva,"$566,395",2019,Drama
Dan Carter: A Perfect 10,"$264,617",2019,Documentary
Falling Inn Love,$0,2019,Romantic Comedy
Genitori quasi perfetti,"$360,844",2019,Comedy
Komanda mechty,"$308,086",2019,Drama
Paradise Hills,"$476,062",2019,Thriller/Suspense
Paw Patrol: Ultimate Rescue 2,"$859,748",2019,Adventure
Saaho,"$3,717,911",2019,Action
Vom Bauen der Zukunft - 100 Jahre Bau…,"$25,679",2019,Documentary
Bacurau,"$3,594,115",2019,Action
Bait,"$782,563",2019,Drama
Before You Know It,"$151,307",2019,Comedy
Bennett’s War,"$725,042",2019,Drama
Billy And The Kids,$293,2019,Documentary
Buoyancy,"$53,952",2019,Drama
Common Destiny,"$274,390",2019,Documentary
Como si fuera la primera vez,"$1,569,850",2019,Comedy
Les Dames,"$4,584",2019,Documentary
Don’t Let Go,"$5,288,136",2019,Thriller/Suspense
Une fille facile,"$644,590",2019,Comedy
Hikkoshi daimyô!,"$6,246,509",2019,Comedy
İblis Esir-i Beden,"$28,738",2019,Horror
In the Port of Cape Town,"$24,414",2019,Drama
The Informer,"$4,780,211",2019,Thriller/Suspense
Iris: A Space Opera By Justice,"$29,087",2019,Concert/Performance
Ishq My Religion,"$2,317",2019,Adventure
Itsy Bitsy,$0,2019,Horror
Killerman,"$553,406",2019,Action
Koko-di Koko-da,"$9,640",2019,Horror
Kono Subarashii Sekai ni Shukufuku wo…,"$3,950,466",2019,Adventure
L.O.L. Surprise! On The Big Screen,"$126,594",2019,Adventure
Last Ferry,$0,2019,Thriller/Suspense
Masal Şatosu - Sihirli Davet,"$622,426",2019,Comedy
Mein Lotta-Leben,"$228,385",2019,Comedy
Memory: The Origins of Alien,"$76,331",2019,Documentary
A Million Little Pieces,"$179,995",2019,Drama
Mircin,"$17,015",2019,Horror
The Naked Wanderer,"$36,825",2019,Romantic Comedy
La noche de las dos lunas,"$13,392",2019,Drama
O Amor Dá Trabalho,"$203,863",2019,Comedy
Official Secrets,"$9,130,335",2019,Thriller/Suspense
Peter Peryer: The Art Of Seeing,$953,2019,Documentary
Posledneye ispytaniye,"$39,801",2019,Action
Quien a hierro mata,"$2,859,697",2019,Drama
Raise Hell: The Life and Times of Mol…,"$695,327",2019,Documentary
Santa Girl,$0,2019,Romantic Comedy
Seahorse,"$6,939",2019,Documentary
Shalom Taiwan,"$10,254",2019,Drama
Sheng Ye Shi Tang,"$3,458,555",2019,Drama
Spider in the Web,$0,2019,Thriller/Suspense
Surkhi Bindi,"$126,149",2019,Drama
Tabernacle 101,$0,2019,Thriller/Suspense
Teret,$0,2019,Thriller/Suspense
Thunderstorm,"$65,633",2019,Drama
Ting Er Zou Xian,"$6,225,444",2019,Drama
Tod@s Caen,"$9,602,581",2019,Romantic Comedy
La vie scolaire,"$14,178,920",2019,Comedy
Vif-Argent,"$49,674",2019,Drama
Yi Lu Ai Qing,"$254,185",2019,Romantic Comedy
Nine Nights,$0,2019,Drama
Slasher Party,$0,2019,Horror
Catching Faith 2: The Homecoming,$0,2019,Drama
Effetto Domino,"$48,932",2019,Drama
The Evil Down the Street,$0,2019,Drama
Extraordinary: The Seeding,$0,2019,Documentary
Gags the Clown,"$18,360",2019,Comedy
"Morning, Noon & Night",$0,2019,Comedy
"Paw Patrol: Ready, Race, Rescue!","$17,955,101",2019,Adventure
Peppa Pig: Pumpkin Party,$0,2019,Adventure
Power of Grayskull: The Definitive Hi…,$0,2019,Documentary
Scooby-Doo! Return to Zombie Island,"$3,036,432",2019,Adventure
Steam Room Stories: The Movie,$0,2019,Comedy
Steven Universe: The Movie,"$24,012",2019,Adventure
Under the Autumn Moon,$0,2019,Romantic Comedy
The Utah Cabin Murders,$0,2019,Horror
It: Chapter Two,"$494,786,764",2019,Horror
Keukjangpan Hellokabot : Dalnalaleul …,"$3,901,110",2019,Adventure
Martin Eden,"$3,190,476",2019,Drama
"Dongmool, Won","$19,128",2019,Documentary
Fire Works,"$480,000",2019,Comedy
Goldie,"$2,302",2019,Drama
Mio fratello rincorre i dinosauri,"$2,985,202",2019,Drama
Odessa,"$1,341,167",2019,Drama
Robin: Watch for Wishes,$0,2019,Drama
Take Home Pay,"$679,782",2019,Comedy
Zhara,"$361,767",2019,Comedy
Zui chang 1 qiang,"$1,140,975",2019,Thriller/Suspense
45 25: #KusursuzCinayet,"$24,964",2019,Action
Afrika na Pionieri,"$104,975",2019,Documentary
Andy,"$185,711",2019,Romantic Comedy
Artik,$0,2019,Horror
Australia: The Wild Top End,"$256,546",2019,Documentary
Back of the Moon,$0,2019,Drama
Becoming Nobody,$0,2019,Documentary
The Big Meeting,"$8,259",2019,Documentary
Blink of an Eye,$0,2019,Documentary
Boy Genius,$0,2019,Comedy
Bozkir Kuslara Bak Kuslara,"$5,111",2019,Western
Brother’s Day,"$8,577",2019,Action
Chhichhore,"$5,384,652",2019,Comedy
China's Posts-00s,"$713,623",2019,Documentary
Christmas Break-In,$0,2019,Adventure
Cin-Si Bozuk,"$40,496",2019,Comedy
Dauntless: The Battle of Midway,"$2,769,447",2019,Action
Enai Noki Paayum Thota,"$50,241",2019,Thriller/Suspense
The Fanatic,$0,2019,Thriller/Suspense
Fête de Famille,"$2,546,174",2019,Comedy
Fourmi,"$867,935",2019,Drama
Fragrance,"$68,555",2019,Drama
Freaks,"$377,310",2019,Thriller/Suspense
Gimtine,"$33,352",2019,Drama
La Gomera,"$806,249",2019,Comedy
Heading Home: The Tale of Team Israel,$0,2019,Documentary
Hex,$0,2019,Horror
Les hirondelles de Kaboul,"$2,377,546",2019,Adventure
Hua Jiao Zhi Wei,"$284,220",2019,Drama
Huan Ying Lai Dao Xiong Ren Zhen,"$879,592",2019,Romantic Comedy
I’m Leaving Now,"$4,443",2019,Documentary
Inséparables,"$8,159,189",2019,Comedy
Ittymaani: Made In China,"$112,875",2019,Drama
Jaddi Sardar,"$13,130",2019,Drama
K-12,"$353,602",2019,Musical
Kaguya-sama: Love Is War,"$18,516,460",2019,Romantic Comedy
Kolej Havası,"$13,585",2019,Documentary
League Of Legends: European Summer Fi…,$507,2019,Concert/Performance
Liao Junbo,"$346,330",2019,Drama
Liberté,"$55,553",2019,Drama
Linda Ronstadt: The Sound of My Voice,"$4,252,657",2019,Documentary
The Lion Kid,"$10,234",2019,Adventure
Liu Lian Sha,$0,2019,Action
Magamuni,"$25,413",2019,Thriller/Suspense
Margaret Atwood: Live In Cinemas,"$434,892",2019,Concert/Performance
Matar a Un Muerto,$879,2019,Thriller/Suspense
Ms. Purple,"$80,657",2019,Drama
My Best Friend’s Famous,$0,2019,Black Comedy
National Theatre Live: Fleabag,"$6,554,791",2019,Comedy
Noblemen,$0,2019,Drama
O que arde,"$754,013",2019,Drama
Panipat,"$3,119,830",2019,Action
Polityka,"$10,586,482",2019,Drama
Rapid Response,"$13,262",2019,Documentary
Remélem legközelebb sikerül meghal…,"$2,951",2019,Thriller/Suspense
El retiro,"$111,381",2019,Comedy
The Run,$534,2019,Documentary
Saak,"$5,940",2019,Drama
Salute,$0,2019,Drama
Satanic Panic,"$1,652",2019,Horror
A Seat At The Table,"$7,675",2019,Documentary
Serseriler,"$13,610",2019,Comedy
Sonora,"$112,489",2019,Western
Super Size Me 2: Holy Chicken,$0,2019,Documentary
Svetozár Stračina,$867,2019,Documentary
Und der Zukunft zugewandt,"$912,970",2019,Drama
Very Smart Very Lucky,"$15,174",2019,Black Comedy
