title,worldwide,Year,Genre
Zelig,"$11,798,616",1983,Comedy
The Lords of Discipline,"$11,721,041",1983,Thriller/Suspense
Raiders of the Lost Ark 1983 Re-release,"$11,374,454",1983,
The Smurfs and the Magic Flute,"$11,234,220",1983,Adventure
The Man Who Loved Women,"$11,000,000",1983,Comedy
Hercules,"$9,537,669",1983,Adventure
The House on Sorority Row,"$8,331,785",1983,Horror
Doctor Detroit,"$10,400,000",1983,Comedy
Deal of the Century,"$10,400,000",1983,Comedy
The Man with Two Brains,"$10,353,438",1983,Comedy
The Year of Living Dangerously,"$10,278,575",1983,Drama
Brainstorm,"$8,921,050",1983,Thriller/Suspense
Lovesick,"$10,143,618",1983,Romantic Comedy
Without a Trace,"$9,632,062",1983,Drama
Bad Boys,"$9,200,000",1983,Drama
Rear Window 1983 Re-release,"$9,084,873",1983,
Strange Brew,"$8,571,374",1983,
Tender Mercies,"$8,443,124",1983,Drama
Something Wicked This Way Comes,"$5,656,087",1983,Horror
10 to Midnight,"$7,329,162",1983,Thriller/Suspense
Romantic Comedy,"$5,140,538",1983,Romantic Comedy
Fanny and Alexander,"$6,783,901",1983,
Nightmares,"$6,803,967",1983,Horror
The Golden Seal,"$6,609,870",1983,Adventure
The Osterman Weekend,"$6,500,000",1983,Thriller/Suspense
Star 80,"$6,472,990",1983,Drama
The Sting II,"$6,347,072",1983,Comedy
Amityville 3-D,"$6,333,135",1983,Horror
Chained Heat,"$6,149,983",1983,Drama
Beyond the Limit,"$5,997,566",1983,
The Hunger,"$4,800,000",1983,Horror
Local Hero,"$5,840,957",1983,Comedy
Porky's 1983 Re-release,"$5,797,190",1983,
Under Fire,"$5,696,391",1983,Drama
Smokey and the Bandit Part 3,"$5,678,950",1983,
A Night in Heaven,"$5,563,663",1983,Drama
The Star Chamber,"$5,600,000",1983,Thriller/Suspense
The Grey Fox,$0,1983,Western
Vertigo 1983 Re-release,"$5,343,461",1983,
The Dresser,"$5,310,748",1983,Drama
Metalstorm: The Destruction of Jared-Syn,"$5,301,085",1983,Adventure
Vigilante,"$5,091,888",1983,Action
Eddie and the Cruisers,"$4,685,097",1983,Drama
Curse of the Pink Panther,"$3,413,449",1983,Comedy
Mortuary,"$1,722,738",1983,Horror
Trenchcoat,"$4,304,286",1983,Comedy
Yellowbeard,"$4,300,000",1983,Comedy
The Keep,"$3,661,757",1983,Horror
Joysticks,"$3,952,000",1983,Comedy
Let's Spend the Night Together,"$3,282,561",1983,Concert/Performance
La Traviata,"$3,619,083",1983,Musical
The Return of Martin Guerre,"$3,704,433",1983,
Running Brave,"$1,204,595",1983,Drama
Yor: The Hunter from the Future,"$2,810,199",1983,
The Final Option,"$2,666,873",1983,
The Evil Dead,"$29,400,000",1983,Horror
The King of Comedy,"$2,806,798",1983,Black Comedy
Rumble Fish,"$2,500,098",1983,Drama
The Man Who Wasn't There,"$2,315,505",1983,Comedy
Table for Five,"$2,400,000",1983,Drama
Tough Enough,"$2,433,722",1983,Drama
"Man, Woman and Child","$2,300,000",1983,Drama
Merry Christmas Mr. Lawrence,"$2,307,000",1983,
The Draughtsman's Contract,"$2,283,233",1983,
The Night of the Shooting Stars,"$2,251,121",1983,
Videodrome,"$2,121,939",1983,Horror
Friday the 13th: Part 3 1983 Re-release,"$2,108,548",1983,
Screwballs,"$2,082,000",1983,Comedy
Testament,"$1,537,122",1983,Drama
Pieces,"$1,201,028",1983,Horror
Savage Islands,"$1,963,756",1983,
Baby It's You,"$1,312,473",1983,Comedy
Heat and Dust,"$960,558",1983,Drama
Koyaanisqatsi,$0,1983,
Stryker,"$925,496",1983,Action
Get Crazy,"$1,168,364",1983,
Lianna,"$1,500,000",1983,
Strange Invaders,"$1,362,303",1983,Thriller/Suspense
Losin' It,"$1,342,099",1983,Comedy
The Lonely Lady,"$1,341,072",1983,Drama
Possession,"$1,113,538",1983,Horror
"Say Amen, Somebody",$0,1983,
Of Unknown Origin,"$1,202,793",1983,Horror
Getting It On,"$975,414",1983,Comedy
Rocky III 1983 Re-release,"$902,228",1983,
American Playhouse: The Ballad of Gregorio Cortez,"$804,963",1983,
Lonely Hearts,"$683,534",1983,Drama
Fire and Ice,"$760,883",1983,Adventure
The Pirates of Penzance,"$694,497",1983,Musical
Daniel,"$484,068",1983,Drama
Poltergeist 1983 Re-release,"$536,108",1983,
Streamers,$0,1983,
Britannia Hospital,$0,1983,Drama
Boarding School,"$306,061",1983,
Heart Like a Wheel,$0,1983,Drama
Puberty Blues,"$237,000",1983,Comedy
The Girl with the Red Hair,"$39,001",1983,
Rock & Rule,$0,1983,
In the White City,"$2,540",1983,
Beverly Hills Cop,"$316,300,000",1984,Comedy
Ghostbusters,"$295,582,480",1984,Comedy
Indiana Jones and the Temple of Doom,"$333,080,271",1984,Adventure
Gremlins,"$152,445,758",1984,Comedy
The Karate Kid,"$90,858,381",1984,Action
Police Academy,"$81,198,894",1984,Comedy
Footloose,"$80,009,427",1984,Drama
Romancing the Stone,"$115,078,260",1984,Adventure
Star Trek III: The Search for Spock,"$87,000,000",1984,Adventure
Splash,"$62,599,495",1984,Romantic Comedy
Purple Rain,"$68,396,097",1984,Drama
Amadeus,"$51,973,029",1984,Drama
Tightrope,"$48,100,000",1984,Thriller/Suspense
The Natural,"$47,951,979",1984,Drama
"Greystoke: The Legend of Tarzan, Lord of the Apes","$45,858,563",1984,
Revenge of the Nerds,"$41,432,432",1984,Comedy
2010: The Year We Make Contact,"$40,400,657",1984,
Breakin',"$36,100,000",1984,Musical
Bachelor Party,"$38,768,113",1984,Comedy
The Terminator,"$78,019,031",1984,Action
Red Dawn,"$39,015,701",1984,Action
City Heat,"$38,348,988",1984,Action
All of Me,"$35,243,581",1984,Comedy
Places in the Heart,"$34,900,814",1984,Drama
The Killing Fields,"$35,158,267",1984,Drama
Friday the 13th: The Final Chapter,"$32,982,894",1984,
Conan the Destroyer,"$26,400,000",1984,Action
Dune,"$27,504,670",1984,Action
The Gods Must Be Crazy,"$34,331,783",1984,Comedy
Starman,"$28,700,000",1984,Adventure
The Last Starfighter,"$22,200,789",1984,Action
Cannonball Run II,"$28,100,000",1984,Comedy
Teachers,"$27,700,000",1984,Drama
A Passage to India,"$27,187,896",1984,Drama
Pinocchio 1984 Re-release,"$26,414,038",1984,
Protocol,"$26,300,000",1984,Comedy
Micki + Maude,"$26,200,000",1984,Romantic Comedy
The Cotton Club,"$25,928,721",1984,Drama
The Muppets Take Manhattan,"$25,534,703",1984,Comedy
A Nightmare on Elm Street,"$27,644,145",1984,Horror
The Woman in Red,"$25,308,147",1984,Romantic Comedy
Moscow on the Hudson,"$25,100,000",1984,Comedy
The Flamingo Kid,"$23,939,061",1984,Comedy
Sixteen Candles,"$23,686,027",1984,Romantic Comedy
The Jungle Book 1984 Re-release,"$23,456,945",1984,
Missing in Action,"$22,812,411",1984,Action
A Soldier's Story,"$22,100,000",1984,Drama
Against All Odds,"$25,100,000",1984,Thriller/Suspense
"Oh, God! You Devil","$21,538,850",1984,
Rhinestone,"$21,400,000",1984,Comedy
Weekend Pass,"$21,058,033",1984,Comedy
Top Secret!,"$21,100,000",1984,Comedy
Hot Dog... The Movie,"$20,307,325",1984,
The NeverEnding Story,"$21,454,405",1984,Adventure
Unfaithfully Yours,"$19,928,200",1984,Romantic Comedy
Best Defense,"$19,265,302",1984,Comedy
Blame It on Rio,"$18,600,000",1984,Romantic Comedy
Lassiter,"$17,513,452",1984,Thriller/Suspense
Angel,"$17,569,587",1984,Thriller/Suspense
Johnny Dangerously,"$17,124,395",1984,Comedy
Firestarter,"$15,666,497",1984,Horror
Beat Street,"$16,595,791",1984,Drama
Breakin' 2: Electric Boogaloo,"$15,000,000",1984,Musical
Children of the Corn,"$14,600,000",1984,Horror
Night of the Comet,"$15,482,819",1984,Horror
Supergirl,"$14,792,588",1984,Adventure
The Ice Pirates,"$13,075,390",1984,Comedy
The Evil That Men Do,"$13,106,767",1984,Action
Irreconcilable Differences,"$12,400,000",1984,Comedy
Dreamscape,"$12,116,365",1984,Adventure
Up the Creek,"$11,708,269",1984,Comedy
The River,"$8,818,672",1984,Drama
Tank,"$11,131,530",1984,Action
Falling in Love,"$10,603,205",1984,Drama
Hard to Hold,"$8,853,155",1984,Drama
The Wild Life,"$9,500,000",1984,Comedy
Broadway Danny Rose,"$10,600,497",1984,Comedy
Where the Boys Are,"$10,530,000",1984,
Thief of Hearts,"$10,400,265",1984,Drama
Terror in the Aisles,"$8,316,206",1984,Multiple Genres
Cloak and Dagger,"$9,719,952",1984,
Country,"$8,400,000",1984,Drama
Bolero,"$9,000,000",1984,Drama
Body Double,"$8,802,428",1984,Thriller/Suspense
Oxford Blues,"$8,793,000",1984,Comedy
The Bounty,"$8,613,462",1984,Drama
1984,"$8,431,544",1984,
Reckless,"$6,731,602",1984,Drama
The Philadelphia Experiment,"$8,103,330",1984,Adventure
Streets of Fire,"$5,600,382",1984,Action
Just the Way You Are,"$7,517,699",1984,Comedy
The Little Drummer Girl,"$7,828,841",1984,Drama
Ninja III: The Domination,"$7,922,366",1984,Action
Iceman,"$7,343,032",1984,Drama
Hardbodies,"$7,152,916",1984,Comedy
Alphabet City,"$7,000,000",1984,Drama
The Pope of Greenwich Village,"$6,139,896",1984,Black Comedy
Runaway,"$6,800,000",1984,Thriller/Suspense
Swing Shift,"$6,700,000",1984,Drama
The Razor's Edge,"$6,600,000",1984,Drama
The Adventures of Buckaroo Banzai Across the 8th Dimension,"$6,254,148",1984,
Firstborn,"$6,200,000",1984,Drama
Racing with the Moon,"$5,400,000",1984,Drama
Sheena,"$5,778,353",1984,Adventure
The Lonely Guy,"$4,800,000",1984,Romantic Comedy
Stop Making Sense,"$6,818,511",1984,Concert/Performance
Meatballs Part II,"$5,410,972",1984,
Once Upon a Time in America,"$29,222,927",1984,Drama
Love Letters,"$5,278,795",1984,Drama
The Hotel New Hampshire,"$5,142,858",1984,Drama
American Dreamer,"$5,021,751",1984,Romantic Comedy
No Small Affair,"$4,994,094",1984,Romantic Comedy
Harry & Son,"$4,900,000",1984,Drama
"Grandview, U.S.A.","$4,743,119",1984,Drama
C.H.U.D.,"$4,700,000",1984,Horror
Making the Grade,"$4,561,000",1984,Comedy
This Is Spinal Tap,"$4,736,270",1984,Comedy
Joy of Sex,"$4,463,000",1984,Comedy
Mrs. Soffel,"$4,012,827",1984,Drama
Until September,"$4,097,094",1984,Drama
Pete's Dragon 1984 Re-release,"$4,100,000",1984,
Entre Nous,$0,1984,
Flashpoint,"$3,854,833",1984,Action
Cheech & Chong's: The Corsican Brothers,"$3,772,785",1984,
Exterminator 2,"$3,739,406",1984,Action
The Brother from Another Planet,"$3,700,000",1984,Comedy
"Careful, He Might Hear You",$0,1984,Drama
Crimes of Passion,"$2,912,945",1984,Thriller/Suspense
The Warrior and the Sorceress,"$2,886,225",1984,Action
Phar Lap,$129,1984,Drama
Impulse,"$2,780,742",1984,Thriller/Suspense
The Bear,"$2,687,148",1984,Drama
Under the Volcano,"$2,428,653",1984,Drama
"Silent Night, Deadly Night","$2,491,460",1984,Horror
Choose Me,"$2,490,233",1984,Comedy
Stranger Than Paradise,"$23,552",1984,Comedy
A Sunday in the Country,"$2,411,143",1984,
"Paris, Texas","$2,587,175",1984,Drama
Electric Dreams,"$1,932,663",1984,Comedy
Purple Hearts,"$952,478",1984,Drama
The Buddy System,"$1,820,049",1984,Drama
Body Rock,"$1,639,127",1984,Musical
Misunderstood,"$1,500,000",1984,Drama
Garbo Talks,"$1,427,108",1984,Drama
Finders Keepers,"$1,531,156",1984,Comedy
Birdy,"$1,400,051",1984,Drama
Sahara,"$1,025,015",1984,Adventure
Gabriela,$0,1984,
A Christmas Story 1984 Re-release,"$1,311,065",1984,
The River Rat,"$790,254",1984,Action
Mike's Murder,"$1,100,000",1984,Thriller/Suspense
Comfort and Joy,$0,1984,
The Bostonians,"$312,566",1984,Drama
The Power,"$929,162",1984,
Songwriter,"$865,915",1984,Drama
Scandalous,"$526,805",1984,Comedy
Windy City,"$343,890",1984,Drama
The Stone Boy,$0,1984,Drama
Champions,"$200,000",1984,Drama
Razorback,"$138,643",1984,Horror
Heartbreakers,"$104,125",1984,Drama
Crackers,"$58,689",1984,Action
Repo Man,"$2,300,728",1984,Comedy
Eureka,$0,1984,Drama
Slayground,"$108,128",1984,Action
Out of Africa,"$258,210,860",1985,Drama
Back to the Future,"$388,386,822",1985,Adventure
Rambo: First Blood Part II,"$300,400,000",1985,Action
Rocky IV,"$300,373,716",1985,Drama
The Color Purple,"$94,029,472",1985,Drama
Cocoon,"$76,257,348",1985,Comedy
The Jewel of the Nile,"$68,275,764",1985,Adventure
Witness,"$65,805,759",1985,Drama
The Goonies,"$63,806,145",1985,Adventure
Spies Like Us,"$60,083,467",1985,Comedy
Police Academy 2: Their First Assignment,"$55,337,042",1985,Comedy
Fletch,"$46,700,000",1985,Comedy
A View to a Kill,"$152,627,960",1985,Action
National Lampoon's European Vacation,"$49,400,000",1985,Comedy
Mask,"$42,417,782",1985,Drama
The Breakfast Club,"$45,905,126",1985,Comedy
White Nights,"$42,160,849",1985,Thriller/Suspense
Pale Rider,"$41,410,568",1985,Western
Pee-wee's Big Adventure,"$40,940,662",1985,
Brewster's Millions,"$45,800,000",1985,Comedy
E.T. the Extra-Terrestrial 1985 Re-release,"$40,607,502",1985,
Jagged Edge,"$40,491,165",1985,Thriller/Suspense
St. Elmo's Fire,"$37,803,872",1985,
Mad Max Beyond Thunderdome,"$36,230,294",1985,Action
Commando,"$35,078,913",1985,Action
Teen Wolf,"$33,086,611",1985,Comedy
One Hundred and One Dalmatians 1985 Re-release,"$33,049,729",1985,
Silverado,"$33,200,000",1985,Western
Murphy's Romance,"$30,762,621",1985,Romantic Comedy
A Nightmare on Elm Street 2: Freddy's Revenge,"$29,999,213",1985,
Desperately Seeking Susan,"$27,400,522",1985,Comedy
Prizzi's Honor,"$26,700,000",1985,Black Comedy
The Last Dragon,"$33,453,397",1985,Action
Agnes of God,"$25,627,836",1985,Drama
Fright Night,"$24,922,237",1985,Horror
Summer Rental,"$24,671,000",1985,Comedy
The Emerald Forest,"$24,468,550",1985,Drama
Weird Science,"$16,316,258",1985,Comedy
Santa Claus,"$23,743,140",1985,Adventure
The Care Bears Movie,"$22,934,000",1985,Adventure
Friday the 13th: A New Beginning,"$21,930,418",1985,
The Black Cauldron,"$21,288,692",1985,Adventure
Porky's Revenge,"$20,518,000",1985,Comedy
Code of Silence,"$20,345,361",1985,Action
Volunteers,"$19,875,740",1985,Comedy
Young Sherlock Holmes,"$19,739,000",1985,Adventure
Year of the Dragon,"$18,707,466",1985,Action
Ladyhawke,"$19,235,110",1985,Action
The Sure Thing,"$18,415,062",1985,Comedy
Invasion U.S.A.,"$17,604,448",1985,Action
To Live and Die in L.A.,"$17,307,302",1985,Action
The Falcon and the Snowman,"$17,130,087",1985,Thriller/Suspense
Kiss of the Spider Woman,"$14,582,182",1985,Drama
Death Wish 3,"$16,116,878",1985,Action
King Solomon's Mines,"$15,057,465",1985,Adventure
Baby: Secret of the Lost Legend,"$14,276,095",1985,Adventure
Clue,"$13,377,261",1985,Comedy
Remo Williams: The Adventure Begins,"$14,393,902",1985,Adventure
The Return of the Living Dead,"$14,687,833",1985,Horror
A Chorus Line,"$14,481,303",1985,Musical
Tomboy,"$14,100,000",1985,Romantic Comedy
Follow That Bird,"$13,961,370",1985,
One Magic Christmas,"$13,229,514",1985,Drama
Cat's Eye,"$9,000,114",1985,Horror
Vision Quest,"$13,000,000",1985,Drama
Real Genius,"$12,952,019",1985,Comedy
Perfect,"$12,918,858",1985,Romantic Comedy
Compromising Positions,"$10,600,000",1985,Comedy
Silver Bullet,"$10,803,211",1985,Horror
Enemy Mine,"$12,303,411",1985,Adventure
Lifeforce,"$11,603,545",1985,Horror
Just One of the Guys,"$11,377,655",1985,Romantic Comedy
Star Wars: Episode VI - Return of the Jedi 1985 Re-release,"$11,252,123",1985,
Return to Oz,"$10,618,813",1985,Adventure
Krush Groove,"$11,052,713",1985,Drama
Gotcha!,"$10,806,919",1985,
Missing in Action 2: The Beginning,"$10,755,447",1985,Action
The Purple Rose of Cairo,"$10,631,333",1985,Comedy
Moving Violations,"$10,794,415",1985,Comedy
After Hours,"$10,624,419",1985,Black Comedy
American Ninja,"$10,632,414",1985,Action
Better Off Dead,"$10,297,601",1985,
Lost in America,"$10,222,222",1985,Comedy
Once Bitten,"$9,917,242",1985,Comedy
Brazil,"$9,934,484",1985,Black Comedy
Explorers,"$9,873,000",1985,Adventure
The Journey of Natty Gann,"$9,468,512",1985,Adventure
Ghostbusters 1985 Re-release,"$9,389,135",1985,
Tuff Turf,"$9,369,329",1985,Drama
Sweet Dreams,"$9,100,000",1985,Drama
Target,"$9,023,199",1985,Thriller/Suspense
Mischief,"$8,700,000",1985,Comedy
The Man with One Red Shoe,"$8,645,411",1985,Comedy
That Was Then... This Is Now,"$8,630,068",1985,
Secret Admirer,"$8,622,973",1985,Romantic Comedy
Stick,"$6,964,734",1985,Action
Twice in a Lifetime,"$7,681,246",1985,Drama
Fantasia 1985 Re-release,"$8,194,726",1985,
D.A.R.Y.L.,"$6,561,653",1985,Drama
Runaway Train,"$7,936,012",1985,Action
He-Man and She-Ra: The Secret of the Sword,"$7,660,857",1985,
Into the Night,"$6,720,160",1985,Action
The Trip to Bountiful,"$7,466,662",1985,Drama
Transylvania 6-5000,"$7,200,000",1985,Comedy
Red Sonja,"$6,908,640",1985,Action
Here Come the Littles,$0,1985,
Girls Just Want to Have Fun,"$6,326,051",1985,Romantic Comedy
Plenty,"$6,104,212",1985,Drama
Rustlers' Rhapsody,"$4,847,085",1985,Western
Heaven Help Us,"$6,070,794",1985,Comedy
Gymkata,"$3,249,442",1985,Action
Avenging Angel,"$5,622,787",1985,Action
Creator,"$4,571,788",1985,Romantic Comedy
King David,"$4,800,000",1985,Drama
Day of the Dead,"$34,438,357",1985,Horror
Gremlins 1985 Re-release,"$4,914,643",1985,
Rainbow Brite and the Star Stealer,"$4,889,971",1985,Adventure
The Company of Wolves,"$4,389,334",1985,Horror
The Mean Season,"$4,349,446",1985,Thriller/Suspense
That's Dancing!,"$4,210,938",1985,
My Science Project,"$4,100,000",1985,Comedy
Godzilla 1985,"$4,116,395",1985,
The Heavenly Kid,"$3,852,271",1985,Romantic Comedy
Ran,"$2,177,593",1985,Drama
Turk 182,"$3,594,997",1985,
The Bride,"$3,600,000",1985,Horror
Starchaser: The Legend of Orin,"$3,360,800",1985,Adventure
Fraternity Vacation,"$3,333,306",1985,Comedy
The Legend of Billie Jean,"$3,527,169",1985,Drama
Rappin',"$2,864,844",1985,Drama
Fast Forward,"$2,650,866",1985,Musical
Hot Moves,"$2,732,684",1985,Comedy
Bad Medicine,"$2,549,195",1985,Comedy
Maxie,"$2,600,000",1985,Romantic Comedy
A Private Function,"$2,516,761",1985,Comedy
Marie,"$2,507,995",1985,
Blood Simple,"$2,730,877",1985,Thriller/Suspense
Dance with a Stranger,"$842,221",1985,Drama
The Quiet Earth,"$243,026",1985,Drama
Re-Animator,"$2,023,144",1985,Horror
Warning Sign,"$1,918,117",1985,Drama
Bring on the Night,"$1,675,689",1985,Documentary
The Slugger's Wife,"$1,878,000",1985,Comedy
Heavenly Bodies,"$1,567,386",1985,Drama
American Flyers,"$1,420,355",1985,Drama
Certain Fury,"$1,449,439",1985,Action
The Perils of Gwendoline in the Land of the Yik Yak,"$1,337,274",1985,
The Aviator,"$287,195",1985,Adventure
Wetherby,"$1,136,052",1985,Drama
Dreamchild,"$38,493",1985,Drama
DEFCON-4,"$1,057,064",1985,
The Protector,"$829,239",1985,Action
The Hit,"$876,775",1985,Comedy
Fool for Love,"$836,156",1985,Drama
Lust in the Dust,"$727,639",1985,Comedy
Pumping Iron II: The Women,"$628,050",1985,
Fever Pitch,"$610,333",1985,Drama
Code Name: Emerald,"$515,029",1985,Action
Joshua Then and Now,"$542,420",1985,Romantic Comedy
Mishima: A Life in Four Chapters,"$437,547",1985,Drama
Morons from Outer Space,"$441,137",1985,
The Holcroft Covenant,"$151,627",1985,Thriller/Suspense
Subway,"$1,663,296",1985,Thriller/Suspense
Sylvester,"$385,687",1985,Drama
Movers & Shakers,"$372,438",1985,
Revolution,"$346,761",1985,Drama
Private Resort,"$331,816",1985,Comedy
Eleni,"$305,102",1985,Drama
The New Kids,"$199,108",1985,Horror
The Bay Boy,"$3,665",1985,Drama
The Doctor and the Devils,"$147,070",1985,Drama
Petit Con,$0,1985,Comedy
Almost You,$0,1985,Romantic Comedy
Fandango,"$86,134",1985,Comedy
Wild Geese II,"$69,342",1985,
The Official Story,"$29,426",1985,
Trouble in Mind,$0,1985,Drama
Smooth Talk,"$16,785",1985,Drama
When Father Was Away on Business,"$16,131",1985,
Colonel Redl,"$2,357",1985,
Flesh+Blood,$278,1985,
Top Gun,"$357,463,748",1986,Action
Crocodile Dundee,"$328,203,506",1986,Comedy
Platoon,"$137,978,395",1986,Drama
The Karate Kid Part II,"$115,103,979",1986,
Star Trek IV: The Voyage Home,"$133,000,000",1986,Adventure
Back to School,"$91,258,000",1986,Comedy
Aliens,"$183,291,893",1986,Action
The Golden Child,"$79,817,937",1986,Action
Ruthless People,"$71,624,879",1986,Black Comedy
Ferris Bueller's Day Off,"$70,720,643",1986,
Down and Out in Beverly Hills,"$62,134,225",1986,Comedy
Stand by Me,"$52,289,686",1986,Drama
The Color of Money,"$52,293,000",1986,Drama
Legal Eagles,"$49,851,591",1986,Comedy
Cobra,"$49,042,224",1986,Action
An American Tail,"$48,190,631",1986,Adventure
Police Academy 3: Back in Training,"$43,579,163",1986,Comedy
Heartbreak Ridge,"$42,724,017",1986,Action
Peggy Sue Got Married,"$41,382,841",1986,Comedy
Poltergeist II: The Other Side,"$40,996,665",1986,Horror
Short Circuit,"$40,697,761",1986,Comedy
Pretty in Pink,"$40,476,156",1986,Romantic Comedy
The Fly,"$37,587,024",1986,Horror
Three Amigos!,"$39,246,734",1986,
Little Shop of Horrors,"$38,747,385",1986,Musical
About Last Night,"$38,702,310",1986,
Running Scared,"$38,500,726",1986,Comedy
The Money Pit,"$37,499,651",1986,Comedy
Gung Ho,"$36,611,610",1986,Comedy
Hannah and Her Sisters,"$40,084,041",1986,Romantic Comedy
Nothing in Common,"$32,324,000",1986,Comedy
Children of a Lesser God,"$31,853,080",1986,Drama
